,username,text,hashtags
190,FidelMunguia2,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
191,GatoEnZumba,"#SeguridadCiudadana | La @PNCSV capturó a Mauricio Castillo, alias Tito, miembro de estructuras criminales, quién intentó cubrir sus tatuajes con nuevos diseños.

El sujeto cometía ilícitos en Quezaltepeque pero se ocultaba en el cantón El Conacaste de Nejapa. https://t.co/X72a5Ysbb3",['SeguridadCiudadana']
192,ultimahsv,"#SeguridadCiudadana | La @PNCSV capturó a Mauricio Castillo, alias Tito, miembro de estructuras criminales, quién intentó cubrir sus tatuajes con nuevos diseños.

El sujeto cometía ilícitos en Quezaltepeque pero se ocultaba en el cantón El Conacaste de Nejapa. https://t.co/X72a5Ysbb3",['SeguridadCiudadana']
193,MiguelR97654502,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
194,JoseHernandezIz,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
195,elias_artista,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
196,bcpenate,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
197,NoxMayhem,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
198,casadey56,"#SeguridadCiudadana | Tras un ataque a una patrulla y personal de la 
@FUERZARMADASV, muere un terrorista y dos más fueron detenidos por la @PNCSV en Corinto, Morazán.

La captura fue en un campamento clandestino y se incautaron dos armas de fuego. https://t.co/VhwYQWGkxV",['SeguridadCiudadana']
199,Chemicaze1,"#SeguridadCiudadana | En las últimas horas, la @FUERZARMADASV en conjunto con la @PNCSV, reportó la captura de un miembro de la MS-13, incautándole un arma de fuego. 

La detención del criminal se realizó en Estanzuelas, departamento de Usulután. https://t.co/4XRVy6uxv1",['SeguridadCiudadana']
